bioguide,govtrack,icpsr,wikipedia,wikidata,google_entity_id,first,last,birthday,gender,type,start,end,state,class,party,house_history,district,middle,nickname,suffix,bioguide_previous,house_history_alternate,thomas,cspan,votesmart,lis,ballotpedia,official_full,opensecrets,url,fec,maplight,state_rank
B000778,401737,986,William G. Bray,Q2578897,kg:/m/02rkj2x,William,Bray,'1903-06-17',M,rep,'1957-01-03','1959-01-03',IN,,Republican,9784,7,Gilmer,,,,,'00119',,,,,,,,,,
B000778,401737,986,William G. Bray,Q2578897,kg:/m/02rkj2x,William,Bray,'1903-06-17',M,rep,'1959-01-07','1961-01-03',IN,,Republican,9784,7,Gilmer,,,,,'00119',,,,,,,,,,
B000778,401737,986,William G. Bray,Q2578897,kg:/m/02rkj2x,William,Bray,'1903-06-17',M,rep,'1961-01-03','1963-01-03',IN,,Republican,9784,7,Gilmer,,,,,'00119',,,,,,,,,,
B000778,401737,986,William G. Bray,Q2578897,kg:/m/02rkj2x,William,Bray,'1903-06-17',M,rep,'1963-01-09','1965-01-03',IN,,Republican,9784,7,Gilmer,,,,,'00119',,,,,,,,,,
B000778,401737,986,William G. Bray,Q2578897,kg:/m/02rkj2x,William,Bray,'1903-06-17',M,rep,'1965-01-04','1967-01-03',IN,,Republican,9784,7,Gilmer,,,,,'00119',,,,,,,,,,
B000778,401737,986,William G. Bray,Q2578897,kg:/m/02rkj2x,William,Bray,'1903-06-17',M,rep,'1967-01-10','1969-01-03',IN,,Republican,9784,6,Gilmer,,,,,'00119',,,,,,,,,,
B000778,401737,986,William G. Bray,Q2578897,kg:/m/02rkj2x,William,Bray,'1903-06-17',M,rep,'1969-01-03','1971-01-03',IN,,Republican,9784,6,Gilmer,,,,,'00119',,,,,,,,,,
B000778,401737,986,William G. Bray,Q2578897,kg:/m/02rkj2x,William,Bray,'1903-06-17',M,rep,'1971-01-21','1973-01-03',IN,,Republican,9784,6,Gilmer,,,,,'00119',,,,,,,,,,
B000778,401737,986,William G. Bray,Q2578897,kg:/m/02rkj2x,William,Bray,'1903-06-17',M,rep,'1973-01-03','1975-01-03',IN,,Republican,9784,6,Gilmer,,,,,'00119',,,,,,,,,,
B000893,401850,10572,Donald G. Brotzman,Q1239869,kg:/m/02rhf5t,Donald,Brotzman,'1922-06-28',M,rep,'1963-01-09','1965-01-03',CO,,Republican,9935,2,Glenn,,,,,'00129',,,,,,,,,,
B000893,401850,10572,Donald G. Brotzman,Q1239869,kg:/m/02rhf5t,Donald,Brotzman,'1922-06-28',M,rep,'1967-01-10','1969-01-03',CO,,Republican,9935,2,Glenn,,,,,'00129',,,,,,,,,,
B000893,401850,10572,Donald G. Brotzman,Q1239869,kg:/m/02rhf5t,Donald,Brotzman,'1922-06-28',M,rep,'1969-01-03','1971-01-03',CO,,Republican,9935,2,Glenn,,,,,'00129',,,,,,,,,,
B000893,401850,10572,Donald G. Brotzman,Q1239869,kg:/m/02rhf5t,Donald,Brotzman,'1922-06-28',M,rep,'1971-01-21','1973-01-03',CO,,Republican,9935,2,Glenn,,,,,'00129',,,,,,,,,,
B000893,401850,10572,Donald G. Brotzman,Q1239869,kg:/m/02rhf5t,Donald,Brotzman,'1922-06-28',M,rep,'1973-01-03','1975-01-03',CO,,Republican,9935,2,Glenn,,,,,'00129',,,,,,,,,,
S000701,410172,8764,John Sparkman,Q388215,kg:/m/01sv0c,John,Sparkman,'1899-12-20',M,rep,'1937-01-05','1939-01-03',AL,,Democrat,22004,8,Jackson,,,,,'01436',,,,,,,,,,
S000701,410172,8764,John Sparkman,Q388215,kg:/m/01sv0c,John,Sparkman,'1899-12-20',M,rep,'1939-01-03','1941-01-03',AL,,Democrat,22004,8,Jackson,,,,,'01436',,,,,,,,,,
S000701,410172,8764,John Sparkman,Q388215,kg:/m/01sv0c,John,Sparkman,'1899-12-20',M,rep,'1941-01-03','1943-01-03',AL,,Democrat,22004,8,Jackson,,,,,'01436',,,,,,,,,,
S000701,410172,8764,John Sparkman,Q388215,kg:/m/01sv0c,John,Sparkman,'1899-12-20',M,rep,'1943-01-06','1945-01-03',AL,,Democrat,22004,8,Jackson,,,,,'01436',,,,,,,,,,
S000701,410172,8764,John Sparkman,Q388215,kg:/m/01sv0c,John,Sparkman,'1899-12-20',M,rep,'1945-01-03','1946-11-05',AL,,Democrat,22004,8,Jackson,,,,,'01436',,,,,,,,,,
S000701,410172,8764,John Sparkman,Q388215,kg:/m/01sv0c,John,Sparkman,'1899-12-20',M,sen,'1946-11-06','1949-01-03',AL,2,Democrat,22004,,Jackson,,,,,'01436',,,,,,,,,,
S000701,410172,8764,John Sparkman,Q388215,kg:/m/01sv0c,John,Sparkman,'1899-12-20',M,sen,'1949-01-03','1955-01-03',AL,2,Democrat,22004,,Jackson,,,,,'01436',,,,,,,,,,
S000701,410172,8764,John Sparkman,Q388215,kg:/m/01sv0c,John,Sparkman,'1899-12-20',M,sen,'1955-01-05','1961-01-03',AL,2,Democrat,22004,,Jackson,,,,,'01436',,,,,,,,,,
S000701,410172,8764,John Sparkman,Q388215,kg:/m/01sv0c,John,Sparkman,'1899-12-20',M,sen,'1961-01-03','1967-01-03',AL,2,Democrat,22004,,Jackson,,,,,'01436',,,,,,,,,,
S000701,410172,8764,John Sparkman,Q388215,kg:/m/01sv0c,John,Sparkman,'1899-12-20',M,sen,'1967-01-10','1973-01-03',AL,2,Democrat,22004,,Jackson,,,,,'01436',,,,,,,,,,
S000701,410172,8764,John Sparkman,Q388215,kg:/m/01sv0c,John,Sparkman,'1899-12-20',M,sen,'1973-01-03','1979-01-03',AL,2,Democrat,22004,,Jackson,,,,,'01436',,,,,,,,,,
B000351,401343,12101,Henry Bellmon,Q881173,kg:/m/02619x,Henry,Bellmon,'1921-09-03',M,sen,'1969-01-03','1975-01-03',OK,3,Republican,,,Louis,,,,,'01279',,,,,,,,,,
B000351,401343,12101,Henry Bellmon,Q881173,kg:/m/02619x,Henry,Bellmon,'1921-09-03',M,sen,'1975-01-14','1981-01-03',OK,3,Republican,,,Louis,,,,,'01279',,,,,,,,,,
E000273,403952,3034,Joe L. Evins,Q1554733,kg:/m/0436rw,Joseph,Evins,'1910-10-24',M,rep,'1947-01-03','1949-01-03',TN,,Democrat,12938,5,Landon,,,,,'00365',,,,,,,,,,
E000273,403952,3034,Joe L. Evins,Q1554733,kg:/m/0436rw,Joseph,Evins,'1910-10-24',M,rep,'1949-01-03','1951-01-03',TN,,Democrat,12938,5,Landon,,,,,'00365',,,,,,,,,,
E000273,403952,3034,Joe L. Evins,Q1554733,kg:/m/0436rw,Joseph,Evins,'1910-10-24',M,rep,'1951-01-03','1953-01-03',TN,,Democrat,12938,5,Landon,,,,,'00365',,,,,,,,,,
E000273,403952,3034,Joe L. Evins,Q1554733,kg:/m/0436rw,Joseph,Evins,'1910-10-24',M,rep,'1953-01-03','1955-01-03',TN,,Democrat,12938,4,Landon,,,,,'00365',,,,,,,,,,
E000273,403952,3034,Joe L. Evins,Q1554733,kg:/m/0436rw,Joseph,Evins,'1910-10-24',M,rep,'1955-01-05','1957-01-03',TN,,Democrat,12938,4,Landon,,,,,'00365',,,,,,,,,,
E000273,403952,3034,Joe L. Evins,Q1554733,kg:/m/0436rw,Joseph,Evins,'1910-10-24',M,rep,'1957-01-03','1959-01-03',TN,,Democrat,12938,4,Landon,,,,,'00365',,,,,,,,,,
E000273,403952,3034,Joe L. Evins,Q1554733,kg:/m/0436rw,Joseph,Evins,'1910-10-24',M,rep,'1959-01-07','1961-01-03',TN,,Democrat,12938,4,Landon,,,,,'00365',,,,,,,,,,
E000273,403952,3034,Joe L. Evins,Q1554733,kg:/m/0436rw,Joseph,Evins,'1910-10-24',M,rep,'1961-01-03','1963-01-03',TN,,Democrat,12938,4,Landon,,,,,'00365',,,,,,,,,,
E000273,403952,3034,Joe L. Evins,Q1554733,kg:/m/0436rw,Joseph,Evins,'1910-10-24',M,rep,'1963-01-09','1965-01-03',TN,,Democrat,12938,4,Landon,,,,,'00365',,,,,,,,,,
E000273,403952,3034,Joe L. Evins,Q1554733,kg:/m/0436rw,Joseph,Evins,'1910-10-24',M,rep,'1965-01-04','1967-01-03',TN,,Democrat,12938,4,Landon,,,,,'00365',,,,,,,,,,
E000273,403952,3034,Joe L. Evins,Q1554733,kg:/m/0436rw,Joseph,Evins,'1910-10-24',M,rep,'1967-01-10','1969-01-03',TN,,Democrat,12938,4,Landon,,,,,'00365',,,,,,,,,,
E000273,403952,3034,Joe L. Evins,Q1554733,kg:/m/0436rw,Joseph,Evins,'1910-10-24',M,rep,'1969-01-03','1971-01-03',TN,,Democrat,12938,4,Landon,,,,,'00365',,,,,,,,,,
E000273,403952,3034,Joe L. Evins,Q1554733,kg:/m/0436rw,Joseph,Evins,'1910-10-24',M,rep,'1971-01-21','1973-01-03',TN,,Democrat,12938,4,Landon,,,,,'00365',,,,,,,,,,
E000273,403952,3034,Joe L. Evins,Q1554733,kg:/m/0436rw,Joseph,Evins,'1910-10-24',M,rep,'1973-01-03','1975-01-03',TN,,Democrat,12938,4,Landon,,,,,'00365',,,,,,,,,,
E000273,403952,3034,Joe L. Evins,Q1554733,kg:/m/0436rw,Joseph,Evins,'1910-10-24',M,rep,'1975-01-14','1977-01-03',TN,,Democrat,12938,4,Landon,,,,,'00365',,,,,,,,,,
H000479,405342,10527,David N. Henderson,Q1175844,kg:/m/02vn_vd,David,Henderson,'1921-04-16',M,rep,'1961-01-03','1963-01-03',NC,,Democrat,14875,3,Newton,,,,,'00530',,,,,,,,,,
H000479,405342,10527,David N. Henderson,Q1175844,kg:/m/02vn_vd,David,Henderson,'1921-04-16',M,rep,'1963-01-09','1965-01-03',NC,,Democrat,14875,3,Newton,,,,,'00530',,,,,,,,,,
H000479,405342,10527,David N. Henderson,Q1175844,kg:/m/02vn_vd,David,Henderson,'1921-04-16',M,rep,'1965-01-04','1967-01-03',NC,,Democrat,14875,3,Newton,,,,,'00530',,,,,,,,,,
H000479,405342,10527,David N. Henderson,Q1175844,kg:/m/02vn_vd,David,Henderson,'1921-04-16',M,rep,'1967-01-10','1969-01-03',NC,,Democrat,14875,3,Newton,,,,,'00530',,,,,,,,,,
H000479,405342,10527,David N. Henderson,Q1175844,kg:/m/02vn_vd,David,Henderson,'1921-04-16',M,rep,'1969-01-03','1971-01-03',NC,,Democrat,14875,3,Newton,,,,,'00530',,,,,,,,,,
H000479,405342,10527,David N. Henderson,Q1175844,kg:/m/02vn_vd,David,Henderson,'1921-04-16',M,rep,'1971-01-21','1973-01-03',NC,,Democrat,14875,3,Newton,,,,,'00530',,,,,,,,,,
H000479,405342,10527,David N. Henderson,Q1175844,kg:/m/02vn_vd,David,Henderson,'1921-04-16',M,rep,'1973-01-03','1975-01-03',NC,,Democrat,14875,3,Newton,,,,,'00530',,,,,,,,,,
H000479,405342,10527,David N. Henderson,Q1175844,kg:/m/02vn_vd,David,Henderson,'1921-04-16',M,rep,'1975-01-14','1977-01-03',NC,,Democrat,14875,3,Newton,,,,,'00530',,,,,,,,,,
T000035,410624,9174,Herman Talmadge,Q356029,kg:/m/03sqj7,Herman,Talmadge,'1913-08-09',M,sen,'1957-01-03','1963-01-03',GA,3,Democrat,,,Eugene,,,,,'01446',,,,,,,,,,
T000035,410624,9174,Herman Talmadge,Q356029,kg:/m/03sqj7,Herman,Talmadge,'1913-08-09',M,sen,'1963-01-09','1969-01-03',GA,3,Democrat,,,Eugene,,,,,'01446',,,,,,,,,,
T000035,410624,9174,Herman Talmadge,Q356029,kg:/m/03sqj7,Herman,Talmadge,'1913-08-09',M,sen,'1969-01-03','1975-01-03',GA,3,Democrat,,,Eugene,,,,,'01446',,,,,,,,,,
T000035,410624,9174,Herman Talmadge,Q356029,kg:/m/03sqj7,Herman,Talmadge,'1913-08-09',M,sen,'1975-01-14','1981-01-03',GA,3,Democrat,,,Eugene,,,,,'01446',,,,,,,,,,
Q000010,408973,7671,Al Quie,Q888927,kg:/m/01jf7h,Albert,Quie,'1923-09-18',M,rep,'1957-01-03','1959-01-03',MN,,Republican,20055,1,Harold,,,,,'00936',,,,,,,,,,
Q000010,408973,7671,Al Quie,Q888927,kg:/m/01jf7h,Albert,Quie,'1923-09-18',M,rep,'1959-01-07','1961-01-03',MN,,Republican,20055,1,Harold,,,,,'00936',,,,,,,,,,
Q000010,408973,7671,Al Quie,Q888927,kg:/m/01jf7h,Albert,Quie,'1923-09-18',M,rep,'1961-01-03','1963-01-03',MN,,Republican,20055,1,Harold,,,,,'00936',,,,,,,,,,
Q000010,408973,7671,Al Quie,Q888927,kg:/m/01jf7h,Albert,Quie,'1923-09-18',M,rep,'1963-01-09','1965-01-03',MN,,Republican,20055,1,Harold,,,,,'00936',,,,,,,,,,
Q000010,408973,7671,Al Quie,Q888927,kg:/m/01jf7h,Albert,Quie,'1923-09-18',M,rep,'1965-01-04','1967-01-03',MN,,Republican,20055,1,Harold,,,,,'00936',,,,,,,,,,
Q000010,408973,7671,Al Quie,Q888927,kg:/m/01jf7h,Albert,Quie,'1923-09-18',M,rep,'1967-01-10','1969-01-03',MN,,Republican,20055,1,Harold,,,,,'00936',,,,,,,,,,
Q000010,408973,7671,Al Quie,Q888927,kg:/m/01jf7h,Albert,Quie,'1923-09-18',M,rep,'1969-01-03','1971-01-03',MN,,Republican,20055,1,Harold,,,,,'00936',,,,,,,,,,
Q000010,408973,7671,Al Quie,Q888927,kg:/m/01jf7h,Albert,Quie,'1923-09-18',M,rep,'1971-01-21','1973-01-03',MN,,Republican,20055,1,Harold,,,,,'00936',,,,,,,,,,
Q000010,408973,7671,Al Quie,Q888927,kg:/m/01jf7h,Albert,Quie,'1923-09-18',M,rep,'1973-01-03','1975-01-03',MN,,Republican,20055,1,Harold,,,,,'00936',,,,,,,,,,
Q000010,408973,7671,Al Quie,Q888927,kg:/m/01jf7h,Albert,Quie,'1923-09-18',M,rep,'1975-01-14','1977-01-03',MN,,Republican,20055,1,Harold,,,,,'00936',,,,,,,,,,
Q000010,408973,7671,Al Quie,Q888927,kg:/m/01jf7h,Albert,Quie,'1923-09-18',M,rep,'1977-01-04','1979-01-03',MN,,Republican,20055,1,Harold,,,,,'00936',,,,,,,,,,
S000829,410293,8866,Tom Steed,Q2440125,kg:/m/0gcnmf,Thomas,Steed,'1904-03-02',M,rep,'1949-01-03','1951-01-03',OK,,Democrat,22166,4,Jefferson,,,,,'01104',,,,,,,,,,
S000829,410293,8866,Tom Steed,Q2440125,kg:/m/0gcnmf,Thomas,Steed,'1904-03-02',M,rep,'1951-01-03','1953-01-03',OK,,Democrat,22166,4,Jefferson,,,,,'01104',,,,,,,,,,
S000829,410293,8866,Tom Steed,Q2440125,kg:/m/0gcnmf,Thomas,Steed,'1904-03-02',M,rep,'1953-01-03','1955-01-03',OK,,Democrat,22166,4,Jefferson,,,,,'01104',,,,,,,,,,
S000829,410293,8866,Tom Steed,Q2440125,kg:/m/0gcnmf,Thomas,Steed,'1904-03-02',M,rep,'1955-01-05','1957-01-03',OK,,Democrat,22166,4,Jefferson,,,,,'01104',,,,,,,,,,
S000829,410293,8866,Tom Steed,Q2440125,kg:/m/0gcnmf,Thomas,Steed,'1904-03-02',M,rep,'1957-01-03','1959-01-03',OK,,Democrat,22166,4,Jefferson,,,,,'01104',,,,,,,,,,
S000829,410293,8866,Tom Steed,Q2440125,kg:/m/0gcnmf,Thomas,Steed,'1904-03-02',M,rep,'1959-01-07','1961-01-03',OK,,Democrat,22166,4,Jefferson,,,,,'01104',,,,,,,,,,
S000829,410293,8866,Tom Steed,Q2440125,kg:/m/0gcnmf,Thomas,Steed,'1904-03-02',M,rep,'1961-01-03','1963-01-03',OK,,Democrat,22166,4,Jefferson,,,,,'01104',,,,,,,,,,
S000829,410293,8866,Tom Steed,Q2440125,kg:/m/0gcnmf,Thomas,Steed,'1904-03-02',M,rep,'1963-01-09','1965-01-03',OK,,Democrat,22166,4,Jefferson,,,,,'01104',,,,,,,,,,
S000829,410293,8866,Tom Steed,Q2440125,kg:/m/0gcnmf,Thomas,Steed,'1904-03-02',M,rep,'1965-01-04','1967-01-03',OK,,Democrat,22166,4,Jefferson,,,,,'01104',,,,,,,,,,
S000829,410293,8866,Tom Steed,Q2440125,kg:/m/0gcnmf,Thomas,Steed,'1904-03-02',M,rep,'1967-01-10','1969-01-03',OK,,Democrat,22166,4,Jefferson,,,,,'01104',,,,,,,,,,
S000829,410293,8866,Tom Steed,Q2440125,kg:/m/0gcnmf,Thomas,Steed,'1904-03-02',M,rep,'1969-01-03','1971-01-03',OK,,Democrat,22166,4,Jefferson,,,,,'01104',,,,,,,,,,
S000829,410293,8866,Tom Steed,Q2440125,kg:/m/0gcnmf,Thomas,Steed,'1904-03-02',M,rep,'1971-01-21','1973-01-03',OK,,Democrat,22166,4,Jefferson,,,,,'01104',,,,,,,,,,
S000829,410293,8866,Tom Steed,Q2440125,kg:/m/0gcnmf,Thomas,Steed,'1904-03-02',M,rep,'1973-01-03','1975-01-03',OK,,Democrat,22166,4,Jefferson,,,,,'01104',,,,,,,,,,
S000829,410293,8866,Tom Steed,Q2440125,kg:/m/0gcnmf,Thomas,Steed,'1904-03-02',M,rep,'1975-01-14','1977-01-03',OK,,Democrat,22166,4,Jefferson,,,,,'01104',,,,,,,,,,
S000829,410293,8866,Tom Steed,Q2440125,kg:/m/0gcnmf,Thomas,Steed,'1904-03-02',M,rep,'1977-01-04','1979-01-03',OK,,Democrat,22166,4,Jefferson,,,,,'01104',,,,,,,,,,
S000829,410293,8866,Tom Steed,Q2440125,kg:/m/0gcnmf,Thomas,Steed,'1904-03-02',M,rep,'1979-01-15','1981-01-03',OK,,Democrat,22166,4,Jefferson,,,,,'01104',,,,,,,,,,
N000095,408180,11037,William Flynt Nichols,Q862339,kg:/m/0gghy6,William,Nichols,'1918-10-16',M,rep,'1967-01-10','1969-01-03',AL,,Democrat,18951,4,Flynt,,,,,'00863',,,,,,,,,,
N000095,408180,11037,William Flynt Nichols,Q862339,kg:/m/0gghy6,William,Nichols,'1918-10-16',M,rep,'1969-01-03','1971-01-03',AL,,Democrat,18951,4,Flynt,,,,,'00863',,,,,,,,,,
N000095,408180,11037,William Flynt Nichols,Q862339,kg:/m/0gghy6,William,Nichols,'1918-10-16',M,rep,'1971-01-21','1973-01-03',AL,,Democrat,18951,4,Flynt,,,,,'00863',,,,,,,,,,
N000095,408180,11037,William Flynt Nichols,Q862339,kg:/m/0gghy6,William,Nichols,'1918-10-16',M,rep,'1973-01-03','1975-01-03',AL,,Democrat,18951,3,Flynt,,,,,'00863',,,,,,,,,,
N000095,408180,11037,William Flynt Nichols,Q862339,kg:/m/0gghy6,William,Nichols,'1918-10-16',M,rep,'1975-01-14','1977-01-03',AL,,Democrat,18951,3,Flynt,,,,,'00863',,,,,,,,,,
N000095,408180,11037,William Flynt Nichols,Q862339,kg:/m/0gghy6,William,Nichols,'1918-10-16',M,rep,'1977-01-04','1979-01-03',AL,,Democrat,18951,3,Flynt,,,,,'00863',,,,,,,,,,
N000095,408180,11037,William Flynt Nichols,Q862339,kg:/m/0gghy6,William,Nichols,'1918-10-16',M,rep,'1979-01-15','1981-01-03',AL,,Democrat,18951,3,Flynt,,,,,'00863',,,,,,,,,,
N000095,408180,11037,William Flynt Nichols,Q862339,kg:/m/0gghy6,William,Nichols,'1918-10-16',M,rep,'1981-01-05','1983-01-03',AL,,Democrat,18951,3,Flynt,,,,,'00863',,,,,,,,,,
N000095,408180,11037,William Flynt Nichols,Q862339,kg:/m/0gghy6,William,Nichols,'1918-10-16',M,rep,'1983-01-03','1985-01-03',AL,,Democrat,18951,3,Flynt,,,,,'00863',,,,,,,,,,
N000095,408180,11037,William Flynt Nichols,Q862339,kg:/m/0gghy6,William,Nichols,'1918-10-16',M,rep,'1985-01-03','1987-01-03',AL,,Democrat,18951,3,Flynt,,,,,'00863',,,,,,,,,,
N000095,408180,11037,William Flynt Nichols,Q862339,kg:/m/0gghy6,William,Nichols,'1918-10-16',M,rep,'1987-01-06','1989-01-03',AL,,Democrat,18951,3,Flynt,,,,,'00863',,,,,,,,,,
L000381,406873,14251,Marilyn Lloyd,Q514491,kg:/m/044tqx,Marilyn,Lloyd,'1929-01-03',F,rep,'1975-01-14','1977-01-03',TN,,Democrat,17069,3,Laird,,,,,'00698',,,,,,,,,,
L000381,406873,14251,Marilyn Lloyd,Q514491,kg:/m/044tqx,Marilyn,Lloyd,'1929-01-03',F,rep,'1977-01-04','1979-01-03',TN,,Democrat,17069,3,Laird,,,,,'00698',,,,,,,,,,
L000381,406873,14251,Marilyn Lloyd,Q514491,kg:/m/044tqx,Marilyn,Lloyd,'1929-01-03',F,rep,'1979-01-15','1981-01-03',TN,,Democrat,17069,3,Laird,,,,,'00698',,,,,,,,,,
L000381,406873,14251,Marilyn Lloyd,Q514491,kg:/m/044tqx,Marilyn,Lloyd,'1929-01-03',F,rep,'1981-01-05','1983-01-03',TN,,Democrat,17069,3,Laird,,,,,'00698',,,,,,,,,,
L000381,406873,14251,Marilyn Lloyd,Q514491,kg:/m/044tqx,Marilyn,Lloyd,'1929-01-03',F,rep,'1983-01-03','1985-01-03',TN,,Democrat,17069,3,Laird,,,,,'00698',,,,,,,,,,
L000381,406873,14251,Marilyn Lloyd,Q514491,kg:/m/044tqx,Marilyn,Lloyd,'1929-01-03',F,rep,'1985-01-03','1987-01-03',TN,,Democrat,17069,3,Laird,,,,,'00698',,,,,,,,,,
L000381,406873,14251,Marilyn Lloyd,Q514491,kg:/m/044tqx,Marilyn,Lloyd,'1929-01-03',F,rep,'1987-01-06','1989-01-03',TN,,Democrat,17069,3,Laird,,,,,'00698',,,,,,,,,,
L000381,406873,14251,Marilyn Lloyd,Q514491,kg:/m/044tqx,Marilyn,Lloyd,'1929-01-03',F,rep,'1989-01-03','1991-01-03',TN,,Democrat,17069,3,Laird,,,,,'00698',,,,,,,,,,
L000381,406873,14251,Marilyn Lloyd,Q514491,kg:/m/044tqx,Marilyn,Lloyd,'1929-01-03',F,rep,'1991-01-03','1993-01-03',TN,,Democrat,17069,3,Laird,,,,,'00698',,,,,,,,,,
L000381,406873,14251,Marilyn Lloyd,Q514491,kg:/m/044tqx,Marilyn,Lloyd,'1929-01-03',F,rep,'1993-01-05','1995-01-03',TN,,Democrat,17069,3,Laird,,,,,'00698',,,,,,,,,,
M000019,400562,15037,Connie Mack III,Q436535,kg:/m/02sbp6,Connie,Mack,'1940-10-29',M,rep,'1983-01-03','1985-01-03',FL,,Republican,17352,13,,,III,,,'00721',,,S205,,,,,,,
M000019,400562,15037,Connie Mack III,Q436535,kg:/m/02sbp6,Connie,Mack,'1940-10-29',M,rep,'1985-01-03','1987-01-03',FL,,Republican,17352,13,,,III,,,'00721',,,S205,,,,,,,
M000019,400562,15037,Connie Mack III,Q436535,kg:/m/02sbp6,Connie,Mack,'1940-10-29',M,rep,'1987-01-06','1989-01-03',FL,,Republican,17352,13,,,III,,,'00721',,,S205,,,,,,,
M000019,400562,15037,Connie Mack III,Q436535,kg:/m/02sbp6,Connie,Mack,'1940-10-29',M,sen,'1989-01-03','1995-01-03',FL,1,Republican,17352,,,,III,,,'00721',,,S205,,,,,,,
M000019,400562,15037,Connie Mack III,Q436535,kg:/m/02sbp6,Connie,Mack,'1940-10-29',M,sen,'1995-01-04','2001-01-03',FL,1,Republican,17352,,,,III,,,'00721',,,S205,,,,,,,
T000243,410821,14058,Ray Thornton,Q2133994,kg:/m/026j600,Raymond,Thornton,'1928-07-16',M,rep,'1973-01-03','1975-01-03',AR,,Democrat,22928,4,Hoyt,Ray,Jr.,,,'01156',,,,,,,,,,
T000243,410821,14058,Ray Thornton,Q2133994,kg:/m/026j600,Raymond,Thornton,'1928-07-16',M,rep,'1975-01-14','1977-01-03',AR,,Democrat,22928,4,Hoyt,Ray,Jr.,,,'01156',,,,,,,,,,
T000243,410821,14058,Ray Thornton,Q2133994,kg:/m/026j600,Raymond,Thornton,'1928-07-16',M,rep,'1977-01-04','1979-01-03',AR,,Democrat,22928,4,Hoyt,Ray,Jr.,,,'01156',,,,,,,,,,
T000243,410821,14058,Ray Thornton,Q2133994,kg:/m/026j600,Raymond,Thornton,'1928-07-16',M,rep,'1991-01-03','1993-01-03',AR,,Democrat,22928,2,Hoyt,Ray,Jr.,,,'01156',,,,,,,,,,
T000243,410821,14058,Ray Thornton,Q2133994,kg:/m/026j600,Raymond,Thornton,'1928-07-16',M,rep,'1993-01-05','1995-01-03',AR,,Democrat,22928,2,Hoyt,Ray,Jr.,,,'01156',,,,,,,,,,
T000243,410821,14058,Ray Thornton,Q2133994,kg:/m/026j600,Raymond,Thornton,'1928-07-16',M,rep,'1995-01-04','1997-01-03',AR,,Democrat,22928,2,Hoyt,Ray,Jr.,,,'01156',,,,,,,,,,
M000797,400554,10757,Patsy Mink,Q399235,kg:/m/034zwp,Patsy,Mink,'1927-12-06',F,rep,'1965-01-04','1967-01-03',HI,,Democrat,18329,1,Takemoto,,,,,'00815',,,,,,,,,,
M000797,400554,10757,Patsy Mink,Q399235,kg:/m/034zwp,Patsy,Mink,'1927-12-06',F,rep,'1967-01-10','1969-01-03',HI,,Democrat,18329,1,Takemoto,,,,,'00815',,,,,,,,,,
M000797,400554,10757,Patsy Mink,Q399235,kg:/m/034zwp,Patsy,Mink,'1927-12-06',F,rep,'1969-01-03','1971-01-03',HI,,Democrat,18329,1,Takemoto,,,,,'00815',,,,,,,,,,
M000797,400554,10757,Patsy Mink,Q399235,kg:/m/034zwp,Patsy,Mink,'1927-12-06',F,rep,'1971-01-21','1973-01-03',HI,,Democrat,18329,2,Takemoto,,,,,'00815',,,,,,,,,,
M000797,400554,10757,Patsy Mink,Q399235,kg:/m/034zwp,Patsy,Mink,'1927-12-06',F,rep,'1973-01-03','1975-01-03',HI,,Democrat,18329,2,Takemoto,,,,,'00815',,,,,,,,,,
M000797,400554,10757,Patsy Mink,Q399235,kg:/m/034zwp,Patsy,Mink,'1927-12-06',F,rep,'1975-01-14','1977-01-03',HI,,Democrat,18329,2,Takemoto,,,,,'00815',,,,,,,,,,
M000797,400554,10757,Patsy Mink,Q399235,kg:/m/034zwp,Patsy,Mink,'1927-12-06',F,rep,'1990-09-22','1991-01-03',HI,,Democrat,18329,2,Takemoto,,,,,'00815',,,,,,,,,,
M000797,400554,10757,Patsy Mink,Q399235,kg:/m/034zwp,Patsy,Mink,'1927-12-06',F,rep,'1991-01-03','1993-01-03',HI,,Democrat,18329,2,Takemoto,,,,,'00815',,,,,,,,,,
M000797,400554,10757,Patsy Mink,Q399235,kg:/m/034zwp,Patsy,Mink,'1927-12-06',F,rep,'1993-01-05','1995-01-03',HI,,Democrat,18329,2,Takemoto,,,,,'00815',,,,,,,,,,
M000797,400554,10757,Patsy Mink,Q399235,kg:/m/034zwp,Patsy,Mink,'1927-12-06',F,rep,'1995-01-04','1997-01-03',HI,,Democrat,18329,2,Takemoto,,,,,'00815',,,,,,,,,,
M000797,400554,10757,Patsy Mink,Q399235,kg:/m/034zwp,Patsy,Mink,'1927-12-06',F,rep,'1997-01-07','1999-01-03',HI,,Democrat,18329,2,Takemoto,,,,,'00815',,,,,,,,,,
M000797,400554,10757,Patsy Mink,Q399235,kg:/m/034zwp,Patsy,Mink,'1927-12-06',F,rep,'1999-01-06','2001-01-03',HI,,Democrat,18329,2,Takemoto,,,,,'00815',,,,,,,,,,
M000797,400554,10757,Patsy Mink,Q399235,kg:/m/034zwp,Patsy,Mink,'1927-12-06',F,rep,'2001-01-03','2002-09-28',HI,,Democrat,18329,2,Takemoto,,,,,'00815',,,,,,,,,,
M000941,400524,15434,Connie Morella,Q1775679,kg:/m/041wnq,Constance,Morella,'1931-02-12',F,rep,'1987-01-06','1989-01-03',MD,,Republican,18513,8,,,,,,'00833',,,,,,,,,,
