bioguide,thomas,lis,govtrack,opensecrets,votesmart,fec,cspan,wikipedia,house_history,ballotpedia,maplight,icpsr,wikidata,google_entity_id,first,last,official_full,birthday,gender,type,start,end,state,district,party,url,class,state_rank,middle,nickname,suffix,caucus,end-type
Y000033,'01256',,400440,N00007999,26717,H6AK00045,1897,Don Young,21071,Don Young,525,14066,Q1239590,kg:/m/024p1k,Don,Young,Don Young,'1933-06-09',M,rep,'1987-01-06','1989-01-03',AK,0,Republican,,,,E.,,,,
Y000033,'01256',,400440,N00007999,26717,H6AK00045,1897,Don Young,21071,Don Young,525,14066,Q1239590,kg:/m/024p1k,Don,Young,Don Young,'1933-06-09',M,rep,'1989-01-03','1991-01-03',AK,0,Republican,,,,E.,,,,
Y000033,'01256',,400440,N00007999,26717,H6AK00045,1897,Don Young,21071,Don Young,525,14066,Q1239590,kg:/m/024p1k,Don,Young,Don Young,'1933-06-09',M,rep,'1991-01-03','1993-01-03',AK,0,Republican,,,,E.,,,,
Y000033,'01256',,400440,N00007999,26717,H6AK00045,1897,Don Young,21071,Don Young,525,14066,Q1239590,kg:/m/024p1k,Don,Young,Don Young,'1933-06-09',M,rep,'1993-01-05','1995-01-03',AK,0,Republican,,,,E.,,,,
Y000033,'01256',,400440,N00007999,26717,H6AK00045,1897,Don Young,21071,Don Young,525,14066,Q1239590,kg:/m/024p1k,Don,Young,Don Young,'1933-06-09',M,rep,'1995-01-04','1997-01-03',AK,0,Republican,,,,E.,,,,
Y000033,'01256',,400440,N00007999,26717,H6AK00045,1897,Don Young,21071,Don Young,525,14066,Q1239590,kg:/m/024p1k,Don,Young,Don Young,'1933-06-09',M,rep,'1997-01-07','1999-01-03',AK,0,Republican,,,,E.,,,,
Y000033,'01256',,400440,N00007999,26717,H6AK00045,1897,Don Young,21071,Don Young,525,14066,Q1239590,kg:/m/024p1k,Don,Young,Don Young,'1933-06-09',M,rep,'1999-01-06','2001-01-03',AK,0,Republican,,,,E.,,,,
Y000033,'01256',,400440,N00007999,26717,H6AK00045,1897,Don Young,21071,Don Young,525,14066,Q1239590,kg:/m/024p1k,Don,Young,Don Young,'1933-06-09',M,rep,'2001-01-03','2003-01-03',AK,0,Republican,,,,E.,,,,
Y000033,'01256',,400440,N00007999,26717,H6AK00045,1897,Don Young,21071,Don Young,525,14066,Q1239590,kg:/m/024p1k,Don,Young,Don Young,'1933-06-09',M,rep,'2003-01-07','2005-01-03',AK,0,Republican,http://www.house.gov/donyoung,,,E.,,,,
Y000033,'01256',,400440,N00007999,26717,H6AK00045,1897,Don Young,21071,Don Young,525,14066,Q1239590,kg:/m/024p1k,Don,Young,Don Young,'1933-06-09',M,rep,'2005-01-04','2007-01-03',AK,0,Republican,http://www.house.gov/donyoung,,,E.,,,,
Y000033,'01256',,400440,N00007999,26717,H6AK00045,1897,Don Young,21071,Don Young,525,14066,Q1239590,kg:/m/024p1k,Don,Young,Don Young,'1933-06-09',M,rep,'2007-01-04','2009-01-03',AK,0,Republican,http://donyoung.house.gov,,,E.,,,,
Y000033,'01256',,400440,N00007999,26717,H6AK00045,1897,Don Young,21071,Don Young,525,14066,Q1239590,kg:/m/024p1k,Don,Young,Don Young,'1933-06-09',M,rep,'2009-01-06','2011-01-03',AK,0,Republican,http://donyoung.house.gov,,,E.,,,,
Y000033,'01256',,400440,N00007999,26717,H6AK00045,1897,Don Young,21071,Don Young,525,14066,Q1239590,kg:/m/024p1k,Don,Young,Don Young,'1933-06-09',M,rep,'2011-01-05','2013-01-03',AK,0,Republican,http://donyoung.house.gov,,,E.,,,,
Y000033,'01256',,400440,N00007999,26717,H6AK00045,1897,Don Young,21071,Don Young,525,14066,Q1239590,kg:/m/024p1k,Don,Young,Don Young,'1933-06-09',M,rep,'2013-01-03','2015-01-03',AK,0,Republican,http://donyoung.house.gov,,,E.,,,,
Y000033,'01256',,400440,N00007999,26717,H6AK00045,1897,Don Young,21071,Don Young,525,14066,Q1239590,kg:/m/024p1k,Don,Young,Don Young,'1933-06-09',M,rep,'2015-01-06','2017-01-03',AK,0,Republican,http://donyoung.house.gov,,,E.,,,,
Y000033,'01256',,400440,N00007999,26717,H6AK00045,1897,Don Young,21071,Don Young,525,14066,Q1239590,kg:/m/024p1k,Don,Young,Don Young,'1933-06-09',M,rep,'2017-01-03','2019-01-03',AK,0,Republican,https://donyoung.house.gov,,,E.,,,,
Y000033,'01256',,400440,N00007999,26717,H6AK00045,1897,Don Young,21071,Don Young,525,14066,Q1239590,kg:/m/024p1k,Don,Young,Don Young,'1933-06-09',M,rep,'2019-01-03','2021-01-03',AK,0,Republican,https://donyoung.house.gov,,,E.,,,,
Y000064,'02019',S391,412428,N00030670,120345,H0IN09070|S6IN00191,1033743,Todd Young,21109,Todd Young,1439,21133,Q25483,kg:/m/0ds030m,Todd,Young,Todd Young,'1972-08-24',M,rep,'2011-01-05','2013-01-03',IN,9,Republican,http://toddyoung.house.gov/,,,C.,,,,
Y000064,'02019',S391,412428,N00030670,120345,H0IN09070|S6IN00191,1033743,Todd Young,21109,Todd Young,1439,21133,Q25483,kg:/m/0ds030m,Todd,Young,Todd Young,'1972-08-24',M,rep,'2013-01-03','2015-01-03',IN,9,Republican,http://toddyoung.house.gov,,,C.,,,,
Y000064,'02019',S391,412428,N00030670,120345,H0IN09070|S6IN00191,1033743,Todd Young,21109,Todd Young,1439,21133,Q25483,kg:/m/0ds030m,Todd,Young,Todd Young,'1972-08-24',M,rep,'2015-01-06','2017-01-03',IN,9,Republican,http://toddyoung.house.gov,,,C.,,,,
Y000064,'02019',S391,412428,N00030670,120345,H0IN09070|S6IN00191,1033743,Todd Young,21109,Todd Young,1439,21133,Q25483,kg:/m/0ds030m,Todd,Young,Todd Young,'1972-08-24',M,sen,'2017-01-03','2023-01-03',IN,,Republican,https://www.young.senate.gov,3,senior,C.,,,,
A000369,'02090',,412500,N00031177,12537,H2NV02395|H1NV02017|S0NV00237,62817,Mark Amodei,8772,Mark Amodei,1680,21196,Q23944,kg:/m/03bzdkn,Mark,Amodei,Mark E. Amodei,'1958-06-12',M,rep,'2011-09-13','2013-01-03',NV,2,Republican,http://amodei.house.gov/,,,E.,,,,
A000369,'02090',,412500,N00031177,12537,H2NV02395|H1NV02017|S0NV00237,62817,Mark Amodei,8772,Mark Amodei,1680,21196,Q23944,kg:/m/03bzdkn,Mark,Amodei,Mark E. Amodei,'1958-06-12',M,rep,'2013-01-03','2015-01-03',NV,2,Republican,http://amodei.house.gov,,,E.,,,,
A000369,'02090',,412500,N00031177,12537,H2NV02395|H1NV02017|S0NV00237,62817,Mark Amodei,8772,Mark Amodei,1680,21196,Q23944,kg:/m/03bzdkn,Mark,Amodei,Mark E. Amodei,'1958-06-12',M,rep,'2015-01-06','2017-01-03',NV,2,Republican,http://amodei.house.gov,,,E.,,,,
A000369,'02090',,412500,N00031177,12537,H2NV02395|H1NV02017|S0NV00237,62817,Mark Amodei,8772,Mark Amodei,1680,21196,Q23944,kg:/m/03bzdkn,Mark,Amodei,Mark E. Amodei,'1958-06-12',M,rep,'2017-01-03','2019-01-03',NV,2,Republican,https://amodei.house.gov,,,E.,,,,
A000369,'02090',,412500,N00031177,12537,H2NV02395|H1NV02017|S0NV00237,62817,Mark Amodei,8772,Mark Amodei,1680,21196,Q23944,kg:/m/03bzdkn,Mark,Amodei,Mark E. Amodei,'1958-06-12',M,rep,'2019-01-03','2021-01-03',NV,2,Republican,https://amodei.house.gov,,,E.,,,,
B001278,'02092',,412501,N00033474,59641,H2OR01133,63966,Suzanne Bonamici,10443,Suzanne Bonamici,1682,21198,Q45946,kg:/m/02q453x,Suzanne,Bonamici,Suzanne Bonamici,'1954-10-14',F,rep,'2012-02-07','2013-01-03',OR,1,Democrat,http://bonamici.house.gov/,,,,,,,
B001278,'02092',,412501,N00033474,59641,H2OR01133,63966,Suzanne Bonamici,10443,Suzanne Bonamici,1682,21198,Q45946,kg:/m/02q453x,Suzanne,Bonamici,Suzanne Bonamici,'1954-10-14',F,rep,'2013-01-03','2015-01-03',OR,1,Democrat,http://bonamici.house.gov,,,,,,,
B001278,'02092',,412501,N00033474,59641,H2OR01133,63966,Suzanne Bonamici,10443,Suzanne Bonamici,1682,21198,Q45946,kg:/m/02q453x,Suzanne,Bonamici,Suzanne Bonamici,'1954-10-14',F,rep,'2015-01-06','2017-01-03',OR,1,Democrat,http://bonamici.house.gov,,,,,,,
B001278,'02092',,412501,N00033474,59641,H2OR01133,63966,Suzanne Bonamici,10443,Suzanne Bonamici,1682,21198,Q45946,kg:/m/02q453x,Suzanne,Bonamici,Suzanne Bonamici,'1954-10-14',F,rep,'2017-01-03','2019-01-03',OR,1,Democrat,https://bonamici.house.gov,,,,,,,
B001278,'02092',,412501,N00033474,59641,H2OR01133,63966,Suzanne Bonamici,10443,Suzanne Bonamici,1682,21198,Q45946,kg:/m/02q453x,Suzanne,Bonamici,Suzanne Bonamici,'1954-10-14',F,rep,'2019-01-03','2021-01-03',OR,1,Democrat,https://bonamici.house.gov,,,,,,,
D000617,'02096',,412505,N00030693,126272,H0WA08046,1033929,Suzan DelBene,15032387032,Suzan DelBene,1686,31101,Q2091892,kg:/m/05p0dnk,Suzan,DelBene,Suzan K. DelBene,'1962-02-17',F,rep,'2012-11-13','2013-01-03',WA,1,Democrat,http://delbene.house.gov,,,K.,,,,
D000617,'02096',,412505,N00030693,126272,H0WA08046,1033929,Suzan DelBene,15032387032,Suzan DelBene,1686,31101,Q2091892,kg:/m/05p0dnk,Suzan,DelBene,Suzan K. DelBene,'1962-02-17',F,rep,'2013-01-03','2015-01-03',WA,1,Democrat,http://delbene.house.gov,,,K.,,,,
D000617,'02096',,412505,N00030693,126272,H0WA08046,1033929,Suzan DelBene,15032387032,Suzan DelBene,1686,31101,Q2091892,kg:/m/05p0dnk,Suzan,DelBene,Suzan K. DelBene,'1962-02-17',F,rep,'2015-01-06','2017-01-03',WA,1,Democrat,http://delbene.house.gov,,,K.,,,,
D000617,'02096',,412505,N00030693,126272,H0WA08046,1033929,Suzan DelBene,15032387032,Suzan DelBene,1686,31101,Q2091892,kg:/m/05p0dnk,Suzan,DelBene,Suzan K. DelBene,'1962-02-17',F,rep,'2017-01-03','2019-01-03',WA,1,Democrat,https://delbene.house.gov,,,K.,,,,
D000617,'02096',,412505,N00030693,126272,H0WA08046,1033929,Suzan DelBene,15032387032,Suzan DelBene,1686,31101,Q2091892,kg:/m/05p0dnk,Suzan,DelBene,Suzan K. DelBene,'1962-02-17',F,rep,'2019-01-03','2021-01-03',WA,1,Democrat,https://delbene.house.gov,,,K.,,,,
M001184,'02094',,412503,N00034041,132068,H2KY04121,79951,Thomas Massie,,Thomas Massie,1684,31102,Q2426031,kg:/m/0h_cb6v,Thomas,Massie,Thomas Massie,'1971-01-13',M,rep,'2012-11-13','2013-01-03',KY,4,Republican,http://massie.house.gov,,,,,,,
M001184,'02094',,412503,N00034041,132068,H2KY04121,79951,Thomas Massie,,Thomas Massie,1684,31102,Q2426031,kg:/m/0h_cb6v,Thomas,Massie,Thomas Massie,'1971-01-13',M,rep,'2013-01-03','2015-01-03',KY,4,Republican,http://massie.house.gov,,,,,,,
M001184,'02094',,412503,N00034041,132068,H2KY04121,79951,Thomas Massie,,Thomas Massie,1684,31102,Q2426031,kg:/m/0h_cb6v,Thomas,Massie,Thomas Massie,'1971-01-13',M,rep,'2015-01-06','2017-01-03',KY,4,Republican,http://massie.house.gov,,,,,,,
M001184,'02094',,412503,N00034041,132068,H2KY04121,79951,Thomas Massie,,Thomas Massie,1684,31102,Q2426031,kg:/m/0h_cb6v,Thomas,Massie,Thomas Massie,'1971-01-13',M,rep,'2017-01-03','2019-01-03',KY,4,Republican,https://massie.house.gov,,,,,,,
M001184,'02094',,412503,N00034041,132068,H2KY04121,79951,Thomas Massie,,Thomas Massie,1684,31102,Q2426031,kg:/m/0h_cb6v,Thomas,Massie,Thomas Massie,'1971-01-13',M,rep,'2019-01-03','2021-01-03',KY,4,Republican,https://massie.house.gov,,,,,,,
P000604,'02097',,412506,N00034639,90668,H2NJ10154,65639,Donald Payne Jr.,,,1687,31103,Q1240224,kg:/m/0jwr2v8,Donald,Payne,"Donald M. Payne, Jr.",'1958-12-17',M,rep,'2012-11-15','2013-01-03',NJ,10,Democrat,,,,M.,,Jr.,,
P000604,'02097',,412506,N00034639,90668,H2NJ10154,65639,Donald Payne Jr.,,,1687,31103,Q1240224,kg:/m/0jwr2v8,Donald,Payne,"Donald M. Payne, Jr.",'1958-12-17',M,rep,'2013-01-03','2015-01-03',NJ,10,Democrat,http://payne.house.gov,,,M.,,Jr.,,
P000604,'02097',,412506,N00034639,90668,H2NJ10154,65639,Donald Payne Jr.,,,1687,31103,Q1240224,kg:/m/0jwr2v8,Donald,Payne,"Donald M. Payne, Jr.",'1958-12-17',M,rep,'2015-01-06','2017-01-03',NJ,10,Democrat,http://payne.house.gov,,,M.,,Jr.,,
P000604,'02097',,412506,N00034639,90668,H2NJ10154,65639,Donald Payne Jr.,,,1687,31103,Q1240224,kg:/m/0jwr2v8,Donald,Payne,"Donald M. Payne, Jr.",'1958-12-17',M,rep,'2017-01-03','2019-01-03',NJ,10,Democrat,https://payne.house.gov,,,M.,,Jr.,,
P000604,'02097',,412506,N00034639,90668,H2NJ10154,65639,Donald Payne Jr.,,,1687,31103,Q1240224,kg:/m/0jwr2v8,Donald,Payne,"Donald M. Payne, Jr.",'1958-12-17',M,rep,'2019-01-03','2021-01-03',NJ,10,Democrat,https://payne.house.gov,,,M.,,Jr.,,
S001194,'02173',S353,412507,N00028138,17852,S4HI00136|H6HI02244,87784,Brian Schatz,,Brian E. Schatz,1728,41112,Q1827902,kg:/m/0dd109,Brian,Schatz,Brian Schatz,'1972-10-20',M,sen,'2012-12-27','2015-01-03',HI,,Democrat,http://www.schatz.senate.gov,3,senior,Emanuel,,,,
S001194,'02173',S353,412507,N00028138,17852,S4HI00136|H6HI02244,87784,Brian Schatz,,Brian E. Schatz,1728,41112,Q1827902,kg:/m/0dd109,Brian,Schatz,Brian Schatz,'1972-10-20',M,sen,'2015-01-06','2017-01-03',HI,,Democrat,http://www.schatz.senate.gov,3,senior,Emanuel,,,,
S001194,'02173',S353,412507,N00028138,17852,S4HI00136|H6HI02244,87784,Brian Schatz,,Brian E. Schatz,1728,41112,Q1827902,kg:/m/0dd109,Brian,Schatz,Brian Schatz,'1972-10-20',M,sen,'2017-01-03','2023-01-03',HI,,Democrat,https://www.schatz.senate.gov,3,senior,Emanuel,,,,
F000454,'01888',,412257,N00029139,101632,H8IL14067|H2IL11124,1027346,Bill Foster (politician),13555,Bill Foster,738,20749,Q2903389,kg:/m/02rq8nc,Bill,Foster,Bill Foster,'1955-10-07',M,rep,'2008-03-08','2009-01-03',IL,14,Democrat,http://foster.house.gov,,,,,,,
F000454,'01888',,412257,N00029139,101632,H8IL14067|H2IL11124,1027346,Bill Foster (politician),13555,Bill Foster,738,20749,Q2903389,kg:/m/02rq8nc,Bill,Foster,Bill Foster,'1955-10-07',M,rep,'2009-01-06','2011-01-03',IL,14,Democrat,http://foster.house.gov,,,,,,,
F000454,'01888',,412257,N00029139,101632,H8IL14067|H2IL11124,1027346,Bill Foster (politician),13555,Bill Foster,738,20749,Q2903389,kg:/m/02rq8nc,Bill,Foster,Bill Foster,'1955-10-07',M,rep,'2013-01-03','2015-01-03',IL,11,Democrat,http://foster.house.gov,,,,,,,
F000454,'01888',,412257,N00029139,101632,H8IL14067|H2IL11124,1027346,Bill Foster (politician),13555,Bill Foster,738,20749,Q2903389,kg:/m/02rq8nc,Bill,Foster,Bill Foster,'1955-10-07',M,rep,'2015-01-06','2017-01-03',IL,11,Democrat,http://foster.house.gov,,,,,,,
F000454,'01888',,412257,N00029139,101632,H8IL14067|H2IL11124,1027346,Bill Foster (politician),13555,Bill Foster,738,20749,Q2903389,kg:/m/02rq8nc,Bill,Foster,Bill Foster,'1955-10-07',M,rep,'2017-01-03','2019-01-03',IL,11,Democrat,https://foster.house.gov,,,,,,,
F000454,'01888',,412257,N00029139,101632,H8IL14067|H2IL11124,1027346,Bill Foster (politician),13555,Bill Foster,738,20749,Q2903389,kg:/m/02rq8nc,Bill,Foster,Bill Foster,'1955-10-07',M,rep,'2019-01-03','2021-01-03',IL,11,Democrat,https://foster.house.gov,,,,,,,
T000468,'01940',,412318,N00030191,2629,H8NV03036,1021622,Dina Titus,23215,Dina Titus,800,20927,Q524440,kg:/m/07hwl2,Dina,Titus,Dina Titus,'1950-05-23',F,rep,'2009-01-06','2011-01-03',NV,3,Democrat,http://titus.house.gov,,,,,,,
T000468,'01940',,412318,N00030191,2629,H8NV03036,1021622,Dina Titus,23215,Dina Titus,800,20927,Q524440,kg:/m/07hwl2,Dina,Titus,Dina Titus,'1950-05-23',F,rep,'2013-01-03','2015-01-03',NV,1,Democrat,http://titus.house.gov,,,,,,,
T000468,'01940',,412318,N00030191,2629,H8NV03036,1021622,Dina Titus,23215,Dina Titus,800,20927,Q524440,kg:/m/07hwl2,Dina,Titus,Dina Titus,'1950-05-23',F,rep,'2015-01-06','2017-01-03',NV,1,Democrat,https://titus.house.gov,,,,,,,
T000468,'01940',,412318,N00030191,2629,H8NV03036,1021622,Dina Titus,23215,Dina Titus,800,20927,Q524440,kg:/m/07hwl2,Dina,Titus,Dina Titus,'1950-05-23',F,rep,'2017-01-03','2019-01-03',NV,1,Democrat,https://titus.house.gov,,,,,,,
T000468,'01940',,412318,N00030191,2629,H8NV03036,1021622,Dina Titus,23215,Dina Titus,800,20927,Q524440,kg:/m/07hwl2,Dina,Titus,Dina Titus,'1950-05-23',F,rep,'2019-01-03','2021-01-03',NV,1,Democrat,https://titus.house.gov,,,,,,,
C001095,'02098',S374,412508,N00033363,135651,H2AR04083|S4AR00103,63928,Tom Cotton,,Tom Cotton,1732,21301,Q3090307,kg:/m/02g3ds,Tom,Cotton,Tom Cotton,'1977-05-13',M,rep,'2013-01-03','2015-01-03',AR,4,Republican,http://cotton.house.gov,,,,,,,
C001095,'02098',S374,412508,N00033363,135651,H2AR04083|S4AR00103,63928,Tom Cotton,,Tom Cotton,1732,21301,Q3090307,kg:/m/02g3ds,Tom,Cotton,Tom Cotton,'1977-05-13',M,sen,'2015-01-06','2021-01-03',AR,,Republican,https://www.cotton.senate.gov,2,junior,,,,,
S001191,'02099',S403,412509,N00033983,28338,H2AZ09019|S8AZ00197,68489,Kyrsten Sinema,15032387755,Kyrsten Sinema,1733,21300,Q1556541,kg:/m/03qnndb,Kyrsten,Sinema,Kyrsten Sinema,'1976-07-12',F,rep,'2013-01-03','2015-01-03',AZ,9,Democrat,http://sinema.house.gov,,,,,,,
S001191,'02099',S403,412509,N00033983,28338,H2AZ09019|S8AZ00197,68489,Kyrsten Sinema,15032387755,Kyrsten Sinema,1733,21300,Q1556541,kg:/m/03qnndb,Kyrsten,Sinema,Kyrsten Sinema,'1976-07-12',F,rep,'2015-01-06','2017-01-03',AZ,9,Democrat,https://sinema.house.gov,,,,,,,
S001191,'02099',S403,412509,N00033983,28338,H2AZ09019|S8AZ00197,68489,Kyrsten Sinema,15032387755,Kyrsten Sinema,1733,21300,Q1556541,kg:/m/03qnndb,Kyrsten,Sinema,Kyrsten Sinema,'1976-07-12',F,rep,'2017-01-03','2019-01-03',AZ,9,Democrat,https://sinema.house.gov,,,,,,,
S001191,'02099',S403,412509,N00033983,28338,H2AZ09019|S8AZ00197,68489,Kyrsten Sinema,15032387755,Kyrsten Sinema,1733,21300,Q1556541,kg:/m/03qnndb,Kyrsten,Sinema,Kyrsten Sinema,'1976-07-12',F,sen,'2019-01-03','2025-01-03',AZ,,Democrat,https://www.sinema.senate.gov,1,senior,,,,,
L000578,'02100',,412510,N00033987,29713,H2CA02142|H2CA01144,68493,Doug LaMalfa,,Doug LaMalfa,1734,21302,Q1703840,kg:/m/0288tnx,Doug,LaMalfa,Doug LaMalfa,'1960-07-02',M,rep,'2013-01-03','2015-01-03',CA,1,Republican,http://lamalfa.house.gov,,,,,,,
L000578,'02100',,412510,N00033987,29713,H2CA02142|H2CA01144,68493,Doug LaMalfa,,Doug LaMalfa,1734,21302,Q1703840,kg:/m/0288tnx,Doug,LaMalfa,Doug LaMalfa,'1960-07-02',M,rep,'2015-01-06','2017-01-03',CA,1,Republican,http://lamalfa.house.gov,,,,,,,
L000578,'02100',,412510,N00033987,29713,H2CA02142|H2CA01144,68493,Doug LaMalfa,,Doug LaMalfa,1734,21302,Q1703840,kg:/m/0288tnx,Doug,LaMalfa,Doug LaMalfa,'1960-07-02',M,rep,'2017-01-03','2019-01-03',CA,1,Republican,https://lamalfa.house.gov,,,,,,,
L000578,'02100',,412510,N00033987,29713,H2CA02142|H2CA01144,68493,Doug LaMalfa,,Doug LaMalfa,1734,21302,Q1703840,kg:/m/0288tnx,Doug,LaMalfa,Doug LaMalfa,'1960-07-02',M,rep,'2019-01-03','2021-01-03',CA,1,Republican,https://lamalfa.house.gov,,,,,,,
H001068,'02101',,412511,N00033030,59849,H2CA06259,622431,Jared Huffman,,Jared Huffman,1735,21303,Q3276717,kg:/m/0ksfyx,Jared,Huffman,Jared Huffman,'1964-02-18',M,rep,'2013-01-03','2015-01-03',CA,2,Democrat,http://huffman.house.gov,,,,,,,
H001068,'02101',,412511,N00033030,59849,H2CA06259,622431,Jared Huffman,,Jared Huffman,1735,21303,Q3276717,kg:/m/0ksfyx,Jared,Huffman,Jared Huffman,'1964-02-18',M,rep,'2015-01-06','2017-01-03',CA,2,Democrat,http://huffman.house.gov,,,,,,,
H001068,'02101',,412511,N00033030,59849,H2CA06259,622431,Jared Huffman,,Jared Huffman,1735,21303,Q3276717,kg:/m/0ksfyx,Jared,Huffman,Jared Huffman,'1964-02-18',M,rep,'2017-01-03','2019-01-03',CA,2,Democrat,https://huffman.house.gov,,,,,,,
H001068,'02101',,412511,N00033030,59849,H2CA06259,622431,Jared Huffman,,Jared Huffman,1735,21303,Q3276717,kg:/m/0ksfyx,Jared,Huffman,Jared Huffman,'1964-02-18',M,rep,'2019-01-03','2021-01-03',CA,2,Democrat,https://huffman.house.gov,,,,,,,
B001287,'02102',,412512,N00030717,120030,H0CA03078,1033636,Ami Bera,,Ami Bera,1736,21304,Q3389105,kg:/m/0dgqnts,Ami,Bera,Ami Bera,'1965-03-02',M,rep,'2013-01-03','2015-01-03',CA,7,Democrat,http://bera.house.gov,,,,,,,
B001287,'02102',,412512,N00030717,120030,H0CA03078,1033636,Ami Bera,,Ami Bera,1736,21304,Q3389105,kg:/m/0dgqnts,Ami,Bera,Ami Bera,'1965-03-02',M,rep,'2015-01-06','2017-01-03',CA,7,Democrat,http://bera.house.gov,,,,,,,
B001287,'02102',,412512,N00030717,120030,H0CA03078,1033636,Ami Bera,,Ami Bera,1736,21304,Q3389105,kg:/m/0dgqnts,Ami,Bera,Ami Bera,'1965-03-02',M,rep,'2017-01-03','2019-01-03',CA,7,Democrat,https://bera.house.gov,,,,,,,
B001287,'02102',,412512,N00030717,120030,H0CA03078,1033636,Ami Bera,,Ami Bera,1736,21304,Q3389105,kg:/m/0dgqnts,Ami,Bera,Ami Bera,'1965-03-02',M,rep,'2019-01-03','2021-01-03',CA,7,Democrat,https://bera.house.gov,,,,,,,
C001094,'02103',,412513,N00034224,58121,H2CA08164,68278,Paul Cook (politician),,Paul Cook,1737,21305,Q3408766,kg:/m/0288t_6,Paul,Cook,Paul Cook,'1943-03-03',M,rep,'2013-01-03','2015-01-03',CA,8,Republican,http://cook.house.gov,,,,,,,
C001094,'02103',,412513,N00034224,58121,H2CA08164,68278,Paul Cook (politician),,Paul Cook,1737,21305,Q3408766,kg:/m/0288t_6,Paul,Cook,Paul Cook,'1943-03-03',M,rep,'2015-01-06','2017-01-03',CA,8,Republican,http://cook.house.gov,,,,,,,
C001094,'02103',,412513,N00034224,58121,H2CA08164,68278,Paul Cook (politician),,Paul Cook,1737,21305,Q3408766,kg:/m/0288t_6,Paul,Cook,Paul Cook,'1943-03-03',M,rep,'2017-01-03','2019-01-03',CA,8,Republican,https://cook.house.gov,,,,,,,
C001094,'02103',,412513,N00034224,58121,H2CA08164,68278,Paul Cook (politician),,Paul Cook,1737,21305,Q3408766,kg:/m/0288t_6,Paul,Cook,Paul Cook,'1943-03-03',M,rep,'2019-01-03','2021-01-03',CA,8,Republican,https://cook.house.gov,,,,,,,
S001193,'02104',,412514,N00033508,129529,H2CA15094,79729,Eric Swalwell,,Eric Swalwell,1738,21306,Q3466996,kg:/m/0ncq55g,Eric,Swalwell,Eric Swalwell,'1980-11-16',M,rep,'2013-01-03','2015-01-03',CA,15,Democrat,http://swalwell.house.gov,,,,,,,
S001193,'02104',,412514,N00033508,129529,H2CA15094,79729,Eric Swalwell,,Eric Swalwell,1738,21306,Q3466996,kg:/m/0ncq55g,Eric,Swalwell,Eric Swalwell,'1980-11-16',M,rep,'2015-01-06','2017-01-03',CA,15,Democrat,http://swalwell.house.gov,,,,,,,
S001193,'02104',,412514,N00033508,129529,H2CA15094,79729,Eric Swalwell,,Eric Swalwell,1738,21306,Q3466996,kg:/m/0ncq55g,Eric,Swalwell,Eric Swalwell,'1980-11-16',M,rep,'2017-01-03','2019-01-03',CA,15,Democrat,https://swalwell.house.gov,,,,,,,
S001193,'02104',,412514,N00033508,129529,H2CA15094,79729,Eric Swalwell,,Eric Swalwell,1738,21306,Q3466996,kg:/m/0ncq55g,Eric,Swalwell,Eric Swalwell,'1980-11-16',M,rep,'2019-01-03','2021-01-03',CA,15,Democrat,https://swalwell.house.gov,,,,,,,
B001285,'02106',,412516,N00034254,59904,H2CA00120,79783,Julia Brownley,15032386871,Julia Brownley,1740,21308,Q3577073,kg:/m/027z42z,Julia,Brownley,Julia Brownley,'1952-08-28',F,rep,'2013-01-03','2015-01-03',CA,26,Democrat,http://juliabrownley.house.gov,,,,,,,
B001285,'02106',,412516,N00034254,59904,H2CA00120,79783,Julia Brownley,15032386871,Julia Brownley,1740,21308,Q3577073,kg:/m/027z42z,Julia,Brownley,Julia Brownley,'1952-08-28',F,rep,'2015-01-06','2017-01-03',CA,26,Democrat,http://juliabrownley.house.gov,,,,,,,
B001285,'02106',,412516,N00034254,59904,H2CA00120,79783,Julia Brownley,15032386871,Julia Brownley,1740,21308,Q3577073,kg:/m/027z42z,Julia,Brownley,Julia Brownley,'1952-08-28',F,rep,'2017-01-03','2019-01-03',CA,26,Democrat,https://juliabrownley.house.gov,,,,,,,
B001285,'02106',,412516,N00034254,59904,H2CA00120,79783,Julia Brownley,15032386871,Julia Brownley,1740,21308,Q3577073,kg:/m/027z42z,Julia,Brownley,Julia Brownley,'1952-08-28',F,rep,'2019-01-03','2021-01-03',CA,26,Democrat,https://juliabrownley.house.gov,,,,,,,
C001097,'02107',,412517,N00033373,9754,H2CA28113,63934,Tony Cárdenas,,Tony Cardenas,1741,21309,Q3620422,kg:/m/0cgzsw,Tony,Cárdenas,Tony Cárdenas,'1963-03-31',M,rep,'2013-01-03','2015-01-03',CA,29,Democrat,http://cardenas.house.gov,,,,,,,
C001097,'02107',,412517,N00033373,9754,H2CA28113,63934,Tony Cárdenas,,Tony Cardenas,1741,21309,Q3620422,kg:/m/0cgzsw,Tony,Cárdenas,Tony Cárdenas,'1963-03-31',M,rep,'2015-01-06','2017-01-03',CA,29,Democrat,http://cardenas.house.gov,,,,,,,
C001097,'02107',,412517,N00033373,9754,H2CA28113,63934,Tony Cárdenas,,Tony Cardenas,1741,21309,Q3620422,kg:/m/0cgzsw,Tony,Cárdenas,Tony Cárdenas,'1963-03-31',M,rep,'2017-01-03','2019-01-03',CA,29,Democrat,https://cardenas.house.gov,,,,,,,
